Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
9412,-1.192961507,0.574249963,2.049041225,-0.144709037,0.212415401,0.305831122,-0.008234634,0.350392249,1.778880468,-0.709000445,1.676319627,-1.367637527,1.349996831,0.927597462,-2.700810648,-0.494599846,0.756976038,-0.244344136,-0.481517985,0.065113179,-0.199020958,0.125862224,-0.088786076,0.008537151,0.022963533,0.354982314,0.409797458,0.24820169,0.01,0
55505,-0.021416022,0.548844506,2.999843663,3.297816774,-1.246372504,1.280333337,-1.177632419,-0.317048141,-0.16193724,0.511566447,-0.478990717,-0.21282969,-0.535487734,-0.298963704,1.153329628,-0.139364149,0.586629736,0.001689561,0.036355448,-0.049877917,0.94428251,0.42891741,-0.233631041,0.434165425,0.952199444,0.57853595,0.186349318,0.180652127,20.72,0
41817,-5.770385313,-3.753679186,-2.280175261,0.862187181,-5.952821283,1.160442925,4.615561534,0.106584393,-0.045850753,-1.942784778,-0.638060321,0.002226231,-0.253767622,0.626622897,0.247365122,1.409140057,-0.000469547,-0.218725937,-0.543114325,-1.723657726,-0.450880489,0.392997588,1.677404228,1.132361234,-0.41108436,0.821351119,1.536681807,-2.055162292,1163.5,0
65936,1.240355639,-1.320597091,0.625189495,-1.437136205,-1.488415158,-0.066768847,-1.083738662,0.041860515,-2.132614358,1.473191839,1.625058208,0.351356222,1.228112988,-0.291530717,0.231739988,-0.308435527,0.409701085,-0.114155708,-0.341633793,-0.107556628,-0.225321143,-0.468433643,0.106443903,-0.001524202,0.021990592,-0.410355389,0.043531125,0.033895521,104.65,0
87755,-2.407336842,2.182288717,-0.711887612,-2.859223491,-0.039668471,-0.992163447,0.42096004,0.895672998,0.436324982,0.028636173,0.654690896,1.045444226,-0.258867763,0.665968188,-1.144332426,0.613237316,-0.733290075,-0.327737414,-0.69531523,0.353526957,-0.297873763,-0.822552991,0.078571148,0.745167197,0.194829051,0.343428231,0.49371698,0.339104563,5,0
124435,-2.024122668,1.221096544,-0.566897617,-0.523897638,-1.329838011,-0.188252018,-1.316734956,1.838169507,-0.040321076,-1.065767819,-0.592711375,0.535148767,-1.05056321,1.305752774,-0.799681303,0.997468971,-0.168357956,0.975042593,-0.071324953,-0.692076713,0.572283416,1.031645718,0.013793058,-0.360175097,-0.923677775,0.449278886,-0.700833462,-0.098528325,14.22,0
143837,-0.160570339,1.294990655,-0.788738602,-0.553676729,1.173759964,-1.035990807,1.050375616,-0.200427959,0.259400093,-2.12364569,-0.12614301,-0.265653424,0.09969811,-2.948344074,0.359613357,0.544901942,1.774329539,1.285173043,-0.466492008,-0.077098758,-0.015396895,0.07531162,-0.253350146,0.495408297,0.067451662,-0.60921328,0.002398848,0.113274421,21.38,0
38592,-0.393309244,-0.063339596,1.63956537,-1.795170748,0.297612982,-0.857124545,0.346568042,-0.373274002,-1.317495506,0.160136567,-0.582455213,-0.225715054,1.706872772,-0.83223506,0.032913471,1.348078562,-0.402183302,-1.512705516,0.310385774,0.326693195,-0.024139249,-0.101082739,-0.032830672,-0.137212268,-0.320414933,-0.6759084,-0.050327829,-0.076757141,15,0
60670,1.09930165,0.746457283,1.029341711,3.487267,0.076082356,0.42368895,-0.080958184,0.139964603,-1.519945398,1.332726534,0.847482793,0.670399158,0.776728231,0.184578051,-0.459179519,1.493905143,-1.264303448,0.256297498,-1.17158131,-0.08746282,-0.057262428,-0.275445896,0.024613842,-0.021831379,0.306738095,-0.135729969,0.001630332,0.022891092,9.4,0
91485,-0.842997876,0.492811607,1.043353686,-0.438676922,0.079923812,0.148942442,-0.260159865,0.576537579,1.392833457,-1.404969381,1.361476575,-1.276716893,2.203223383,1.565524371,-1.503014125,0.336641164,-0.00213492,1.14273348,-0.322728195,-0.096746133,0.293315007,0.95328731,-0.038215458,0.741282165,-0.497466457,-0.408431748,0.066593188,0.088932545,35.97,0
87298,2.073862396,0.182969689,-1.682471155,0.421945243,0.427140637,-0.892804729,0.206338428,-0.25587479,0.445643825,-0.386955225,-0.486680536,0.319549644,0.363502504,-0.903253439,0.169312494,0.292547754,0.467883884,-0.355833045,0.038696707,-0.138435344,-0.359261381,-0.913432517,0.34058845,0.576407032,-0.251963304,0.168663242,-0.060571397,-0.029548813,1.29,0
87664,-0.007796017,0.258587413,-0.177379291,-0.760369499,1.741991259,0.774162689,0.844045384,0.072957225,0.124427873,-0.302636654,-0.211781733,0.754223173,0.75921471,-0.2130405,0.095269683,-1.243621004,0.345080282,-2.271770032,-1.189766018,0.100665436,-0.128375904,0.041376434,0.289527049,-0.32310354,-0.869334192,0.195782717,0.140636093,-0.114598531,27.14,0
132956,1.918832297,-0.680021938,-0.755265293,0.055439213,-0.372741634,-0.041531704,-0.489515586,-0.081756281,1.441401488,-0.271011657,-1.724720361,0.62774993,1.235767676,-0.447391435,0.487018654,0.362786915,-0.883189324,0.358264126,0.234680609,0.040661002,0.168307203,0.620962613,-0.070820953,-0.930447207,-0.028122387,0.176330985,0.006431228,-0.037016456,84.95,0
147557,2.053311214,0.089734648,-1.681835669,0.45421196,0.298310371,-0.953526086,0.152002545,-0.20707138,0.587335266,-0.362047348,-0.58959804,-0.174712053,-0.621127061,-0.703512784,0.27195661,0.318688063,0.549365129,-0.257785858,0.016256128,-0.187420788,-0.361158037,-0.984261949,0.354198094,0.620709339,-0.297137876,0.166735634,-0.06829901,-0.029584703,8.99,0
162997,-2.910537242,0.578523624,-3.023065772,1.274589111,-0.830590715,0.021187341,1.971647693,-0.796234754,-0.220604244,0.477046149,-2.011498901,-0.378207682,-0.479033183,1.135301978,0.015777092,-0.380215272,0.095768692,0.063571829,0.928392092,-1.079873231,0.649653083,0.424813789,-1.193326045,-0.57047874,-0.35628635,-0.320839952,0.952181391,-0.244309392,436,0
168885,1.527528903,-1.201210792,-0.795662738,0.425472711,-0.765481458,-0.298905529,-0.213341105,-0.036132673,1.107943575,-0.101168836,-0.962256426,-0.065270088,-0.608916573,0.143347286,0.680724886,0.522359875,-0.485300019,-0.304843891,-0.081259495,0.3058991,-0.127243813,-0.91721776,0.258275802,0.71099925,-0.742472489,0.17496252,-0.097534518,0.005524844,261.93,0
79495,-0.571380129,0.874231242,1.55973615,-0.314766187,0.780008715,0.039757016,1.106530015,-0.12609924,-0.954792529,-0.260128726,1.249427158,0.355568897,-0.194683203,0.330655452,0.260011684,-0.214632749,-0.4139467,-0.162704993,0.197133832,0.079236607,0.009789154,0.145812104,-0.392930242,-0.277021313,0.396030339,0.404163783,-0.16898847,-0.184900987,16.8,0
57317,1.231682515,0.273229135,0.40003556,1.126047515,-0.43797633,-0.959205657,0.095807584,-0.128515397,0.201992324,0.024104762,-0.565432666,-0.421843053,-1.263594283,0.620411727,1.072829381,0.189385615,-0.362347662,-0.176111618,-0.268793945,-0.222192195,-0.189223365,-0.598353577,0.060537542,0.32660842,0.429063195,-0.548225553,0.0103722,0.023664359,5.4,0
46086,1.167219272,-0.677503336,0.318881357,-0.665290975,-0.432271294,0.770807906,-0.72647634,0.331313863,-0.83203811,0.473011151,0.686044448,0.200002105,-0.06404953,0.305016064,2.021649793,-2.672818706,1.282614901,-1.003582018,-2.487801732,-0.626394758,-0.19172135,0.067097643,0.184317752,-0.604007262,-0.055640503,0.980560366,0.024131585,-0.001270002,17.27,0
156442,-0.049767622,0.638621377,0.074155358,-0.694520783,0.71539596,-0.488567039,1.088698055,-0.087136255,-0.019384561,-0.653327474,-1.398954897,-0.654232549,-1.324172834,0.40993288,-0.497147437,-0.23021895,-0.25133556,-0.568324129,0.059053123,-0.17465047,-0.118532461,-0.36308928,0.144268315,0.57970765,-0.904581777,0.116164608,0.131595788,0.214483414,31.91,0
147543,-1.551844332,-0.620995793,0.75765696,0.72971217,1.734442237,-0.614171908,-0.258601393,-0.001420122,0.497909362,0.036808087,0.067509143,1.728676664,0.930774916,-0.512505102,-2.482870859,-0.19598148,-0.683209756,-0.334394034,0.480038851,-0.595979328,-0.395863844,-0.670236458,0.04295336,-0.345595692,-1.353805473,-1.347321477,-0.038873479,0.605626207,5.49,0
80244,-6.483594269,5.324497155,-1.192868663,-2.678342411,-1.627408541,-0.836305758,-0.259971447,1.110575278,3.987168378,6.427753833,1.971460808,1.266507391,0.037460756,-1.11880572,0.332175322,0.055006456,-0.579951456,-0.708955843,-1.541749038,2.930221368,-0.672858576,-0.372966817,0.313780122,0.159225345,0.707474607,0.742672084,1.803262016,0.692398858,0.77,0
86372,-3.896402095,-2.97926416,0.489146062,-0.455786053,1.583668757,-2.04946045,-0.511650251,0.437164936,-1.686235348,0.44380927,0.532365697,0.197690724,-0.175651536,0.683200607,-0.385476033,-0.713550447,-0.493848849,1.363457124,-0.562963368,-0.686379902,-0.796146811,-1.568946165,2.245227837,-0.114894085,0.362798128,0.041309353,0.326908741,-0.17735191,58.8,0
154899,-3.198386974,-1.835570738,-0.270236422,-0.850256396,-1.934729239,-0.596360658,-1.152838892,1.236718339,-0.249672507,-0.603308402,-1.78592456,-0.120183189,0.106965379,-0.138048257,-1.215407404,1.452146333,0.862255908,-1.325403615,0.685774701,-0.202588817,0.039781422,-0.169211461,-0.130000848,0.034279381,-0.065387355,-0.373351098,-0.048738961,-0.707220226,145.54,0
45047,-2.523615992,-3.343149067,2.123735156,0.580434082,1.852166695,-2.276839261,-2.350644775,0.449520281,-0.28089533,0.474816092,-1.53807561,-0.778908466,-1.126195209,-0.089658324,-0.017883853,-1.080137404,-0.308257748,1.949626407,-1.773735508,0.227209282,0.180921875,0.035148162,0.712973127,0.293794197,-0.601998762,-0.510021265,0.119708012,0.273174101,48.5,0
169260,2.023546357,-0.160275378,-1.574785735,0.470188174,0.237813462,-0.792262058,0.254806495,-0.213206423,0.565062278,0.140303848,-1.020675444,-0.33947703,-1.247467349,0.641772093,0.156538867,-0.238445681,-0.16596633,-0.667099795,0.038937242,-0.238777866,-0.156093828,-0.449416552,0.237463633,0.655853763,-0.081953307,0.157731767,-0.086464067,-0.05723427,29.9,0
128081,1.061038562,-2.888178495,-0.692588177,-0.013895095,-1.736551859,0.780738588,-0.934406577,0.171958659,0.847982385,0.393603677,-1.948875174,-0.67130671,-0.335471816,-0.267330319,1.24744729,-0.634504502,-0.648271035,2.333666013,-1.205369957,0.463550645,0.151206783,-0.181486154,-0.224627189,-0.012058283,-0.610057246,-0.31027078,-0.012688718,0.07328133,548.25,0
127300,0.144687791,0.993136975,-0.495442143,-0.58351211,1.019859368,-0.737819045,0.94059662,-0.084469085,-0.001988706,-0.825923881,-0.914461737,-0.288422614,-0.147388211,-0.990744067,-0.201720346,0.40221379,0.30006455,-0.122162128,-0.146850712,0.019454353,-0.356023796,-0.891245373,0.075687382,0.36452694,-0.397999396,0.126076486,0.220011045,0.08226975,2.97,0
61620,0.356940923,-1.219910423,0.662039147,1.237927942,-0.203811901,2.402735117,-0.572166738,0.738502066,0.386834081,-0.254529187,1.695417645,1.432956165,0.303309489,0.055380869,1.006000853,-0.660016921,0.406093049,-1.107098048,-1.723137877,0.403175671,0.465374388,0.935951044,-0.293168094,-1.311070476,0.099258768,-0.144543804,0.077691583,0.06251506,318,0
51584,1.259327434,0.518321609,-0.581742764,0.644250325,0.244393185,-0.907028982,0.265024215,-0.131679953,-0.348787657,-0.41850902,1.464543643,0.336322675,-0.392004032,-0.775824434,0.294650376,0.764756711,0.463172969,0.779048981,0.091386066,-0.075666392,-0.111525362,-0.315321289,-0.128312384,-0.092177866,0.574333357,0.372625522,-0.040278977,0.022471608,0.76,0
12078,-2.296963274,2.129603029,1.429219124,2.233738835,-0.866470806,0.183034158,-0.489894237,0.569270822,0.913898703,0.229134248,-0.408016217,-2.267844931,1.972765606,1.276751017,-1.436353672,0.421778058,0.651924312,0.289050672,-0.8689884,-0.527016246,0.253111327,0.444265376,-0.152909688,0.363314013,-0.227919806,-0.076939795,-1.359425796,0.042595059,22.81,0
9402,-2.625940847,0.626286991,1.795280986,0.03804221,-0.164740101,-0.693733052,0.456890125,-0.412614534,3.024210136,0.616802203,0.217517009,-2.300495394,1.113890668,0.178089295,-2.058546825,-0.572963683,0.65700115,-0.487126553,-0.473461297,-0.282272973,-0.507597111,0.007266851,0.356154184,0.706403222,0.24308489,0.273616437,-0.16219562,0.397859787,0.01,0
69668,1.237560033,0.337132144,-0.1041555,0.73883565,0.699655487,0.695569044,0.057137025,0.108778687,-0.40383402,0.134654824,0.543486075,1.186901589,1.328586595,0.271574437,0.414310808,0.416326074,-0.983870246,0.004151758,0.103800043,-0.041958622,-0.171463034,-0.428211814,-0.118556136,-1.34763211,0.583482207,-0.443498392,0.035805988,0.001678142,6.09,0
9726,-0.45974408,0.87946201,2.375613962,0.943132856,0.153052919,1.062494645,-0.000540968,-0.171851794,1.50360605,-0.310825011,-0.733385804,-2.52392785,2.985672178,0.467105603,0.289580292,-0.364485213,0.538857632,0.700819755,2.145519441,0.296406594,-0.282242565,-0.19860605,-0.423093967,-0.983384438,0.10394683,0.59250907,-0.347142866,-0.156162223,6.99,0
129721,2.009834909,-0.278974562,-0.801430647,0.450797613,-0.43487039,-0.892674115,-0.193769589,-0.172977558,1.177018924,-0.095874826,-1.09846658,0.065809169,-0.588542118,0.241864815,0.505159106,-0.042855229,-0.445753453,-0.027606913,-0.026042403,-0.257887204,0.020579553,0.213946922,0.150698145,-0.124258061,-0.059470288,-0.330155024,0.006647991,-0.045846602,15,0
43999,1.306337763,-0.680062496,0.781962752,-0.362167847,-1.365417467,-0.645255371,-0.650252683,-0.101007913,-0.367175759,0.484764293,-0.794162607,0.227201803,0.343586924,-0.364628438,-0.161725681,-1.546552697,0.293110971,0.456221855,-0.340932169,-0.437478647,-0.742922984,-1.577688139,0.234963989,0.375068232,-0.044845107,0.726691644,-0.034847041,0.020618956,30.75,0
68500,0.990346211,-0.202470129,0.729481078,1.44768009,-0.797008057,-0.330196061,-0.170266996,0.144133009,0.420496409,0.07342928,0.852394207,0.305163138,-1.95714174,0.513827012,-0.70723878,0.002090462,-0.161169598,0.105774227,0.197097305,-0.116706039,-0.181742227,-0.639866445,0.013898968,0.466877697,0.345150126,-0.560675307,0.009711139,0.02888575,79.99,0
155300,2.079382704,-1.084391474,-0.492427583,-0.981852387,-1.02283859,-0.170843433,-1.123418536,0.132325739,-0.088733077,0.883324626,0.881927424,-0.085486275,-0.529643678,-0.121341977,-0.366472882,1.503707411,-0.098061601,-0.910071415,0.90570086,0.006234869,0.009768928,-0.112810501,0.403807063,0.717832277,-0.546045418,-0.540984425,-0.004676792,-0.040355873,32.95,0
140663,1.796684963,-1.290321911,-0.892280502,-1.828986077,-1.276888555,-1.368910032,-0.41359381,-0.228322916,2.685052032,-1.310131103,-0.651858552,0.492347195,-0.610214169,0.25697416,1.906369218,-0.569459747,-0.326929181,0.609156873,0.669539629,0.044382756,0.31917292,0.859171438,-0.038300857,0.066468518,-0.043690844,-0.759525358,0.046053322,-0.013048611,149.76,0
56204,-1.962760693,0.665710941,1.574853002,0.050071655,-0.300078506,0.385525929,-0.780565668,1.282253416,-0.322691392,-1.11235883,0.436536098,1.15831931,0.143469128,0.421173556,-0.559305705,0.716110295,-0.453677444,0.371531319,-0.980086173,-0.288385554,0.262122655,0.35573953,-0.254814598,-0.301651357,0.05160497,-0.54720791,-0.23929984,-0.108760126,1,0
75139,1.225584058,-0.296298003,0.858920369,0.684649369,-0.800532118,0.150232612,-0.718104864,0.196328667,1.177060283,-0.205554196,-1.696713924,-0.502112476,-1.059690708,-0.206504473,0.399581468,0.467393552,-0.407761147,0.193232975,0.282064403,-0.138659808,-0.156957431,-0.331271965,-0.063531429,-0.440883158,0.321463035,0.371872153,0.0062188,0.01740304,16.22,0
78199,1.356818978,-0.719473846,0.060262162,-0.813522617,-0.280987141,0.941428954,-0.759839009,0.182131189,-0.650865268,0.59737111,-0.063383405,1.04802404,1.420471581,-0.461025212,-0.939285409,-1.550194801,-0.110364187,0.989424582,0.063638285,-0.389949147,-0.489536418,-0.664943216,-0.128218177,-1.263934987,0.411317695,1.146738008,-0.020458501,-0.016819535,15,0
157237,2.262268601,-1.447609851,-1.489764668,-1.629918973,-1.021550662,-0.844084121,-0.896530812,-0.228421905,-1.321980036,1.69779518,-1.145836869,-1.792984408,-1.033648463,0.155148336,0.480781414,-0.522473321,0.489088802,0.249296098,-0.401247337,-0.434265213,0.086849517,0.55070278,0.088874256,0.650210445,0.023322184,0.050687952,-0.029085408,-0.050384675,53,0
83547,-0.66625908,1.281209546,1.315421146,0.068096638,0.057078714,-0.57042378,0.317114914,-0.742667802,-0.360203635,-0.476226958,0.310752778,0.236743146,0.118348804,-0.371167476,1.096383904,-0.005090139,0.465883118,-0.698116491,-0.590203641,-0.096224834,0.548313345,-0.779996347,0.075935667,0.342427318,-0.275928994,0.085543919,0.305919025,0.10742438,4.49,0
37210,-0.227684913,0.611706246,0.35320192,0.199985374,2.208074727,4.110475198,-0.110901605,1.03787304,-0.332035555,-0.254744201,-0.592446545,-0.049935588,-0.127004583,0.013158679,0.365494533,-0.282046474,-0.262448153,0.190538071,1.485192836,0.183056298,-0.267005134,-0.772319156,0.025608689,0.968559403,-0.337677618,-0.546733472,0.196343687,0.15928204,24.7,0
63626,-0.112836308,-0.711381455,0.382146493,-3.61517477,1.643598316,3.306477868,-0.705411064,0.677778503,-2.238457984,1.039526401,-0.38050125,-1.366907458,0.357538621,-0.58365766,0.273785357,0.206998521,-0.449841698,0.431082837,-0.431024251,-0.14614545,-0.356539103,-0.735054639,0.007141732,0.932433663,-0.387763511,-0.628358248,-0.016036478,-0.080707631,10,0
21581,-1.252825199,1.856483695,0.478574233,0.098075599,-0.402747862,-0.535875401,-0.206035078,0.888435077,0.539255516,-0.848703756,1.830997422,-1.798035858,1.627900446,1.787196524,-0.558513146,0.880885762,0.710670188,0.824807116,0.080695073,-0.019504662,-0.334683964,-0.883825023,0.073501521,-0.120888446,-0.076460059,0.046905023,0.072924251,0.010008506,9.72,0
161271,2.158820362,-0.016391362,-3.052407229,0.079117642,0.326416362,-1.986711068,0.368034403,-0.494496886,-0.766514247,-0.197417636,-0.384409209,-1.371883767,-1.502157865,-2.190774126,0.027904826,-1.199278627,2.580338093,1.911723692,-1.10366037,-0.616393894,-0.424762608,-0.632299809,0.015050725,-0.255421877,0.170095196,0.836193715,-0.071468932,-0.017684759,25,0
9408,-1.074712704,0.296966691,2.311551262,0.055980929,0.301922441,-0.420800773,-0.070926744,0.169669186,1.463166644,-0.976300954,1.758130239,-0.908265755,2.203890823,0.829185884,-3.07468477,-0.296755519,0.523465237,0.055270665,-0.183600257,0.1327864,-0.13296546,0.114287263,-0.128465759,0.553706589,0.03782487,0.301775097,0.283487455,0.172624986,0.01,0
172241,2.098976431,0.18343256,-2.139423824,0.203885365,0.81730446,-1.124038049,0.76428828,-0.492285301,0.098821946,0.01448963,-0.615138045,0.57138363,0.609144956,0.652981586,0.427565489,-0.615006522,-0.372033051,-0.570484106,-0.02073075,-0.166505811,0.115883003,0.451593056,0.001029499,0.649224368,0.46050974,-0.193089843,-0.054443853,-0.061643135,14.9,0
34210,1.353415689,-0.920827032,0.61346185,-0.904462148,-1.238311113,0.022929102,-1.246476012,0.234677984,-0.322357176,0.824471848,0.325611166,-1.202172747,-1.4758476,0.07120469,0.67906148,2.005075911,-0.388320273,0.141413788,0.830425217,0.046124398,0.36854066,0.857119278,-0.210987766,-0.503569109,0.437828066,-0.011001353,0.017190489,0.006420958,29.99,0
279,-0.365229402,1.104352159,1.290216783,0.070320596,0.043432025,-0.98520407,0.727143755,-0.081309808,-0.416811446,-0.518897924,-0.187404607,-0.00477263,0.258662056,-0.455462191,0.879676194,0.376498897,0.000668865,-0.153047032,-0.0935017,0.140779128,-0.257010785,-0.679352341,0.00114649,0.33729866,-0.152680673,0.071208496,0.243796748,0.099435804,8.99,0
130650,1.972451235,0.001845538,-2.751552624,-0.006175562,1.662936426,0.26527341,0.774785938,-0.115053926,-0.211353074,0.091979196,1.045273193,1.169716475,0.111356271,1.070390662,-0.056262766,-1.547874893,0.228463001,-1.211799179,-0.455831391,-0.27629694,0.400118618,1.428086354,-0.248630063,-1.540217836,0.672607318,0.231055205,-0.032983863,-0.108279007,24,0
18645,-1.249716032,2.215000738,-1.388786203,0.777102784,-0.053249999,-0.331013781,-0.385326661,1.237188679,0.613453226,-0.015173293,0.493783449,-2.289563264,0.883497514,3.068207032,-0.660167641,0.323214455,0.457461815,1.236101554,0.843133709,-0.094841236,0.010795602,0.160557034,0.074371363,-0.921407945,-0.466929874,-0.378598787,0.243012966,0.121501336,0.99,0
110999,-0.785832343,-0.571700277,1.432927357,-2.197529801,0.090870454,0.228577054,0.080554675,0.08111586,0.128842764,-0.677297708,0.921911584,-2.695945417,2.306140316,0.874694252,-1.766978514,1.935561856,-0.028133119,-0.353843083,0.434465807,0.417707922,-0.130129705,-0.603802629,0.02221415,-1.137378381,0.639761369,-0.441473669,-0.153945137,-0.072974009,134,0
67900,1.256740904,-0.415201364,0.813944808,0.143325131,-0.898921347,0.026087599,-0.763873728,0.160552851,1.236764279,-0.296993681,-1.592891291,-0.399016505,-0.830278938,-0.290038491,0.429041875,0.494828434,-0.339622592,0.015359368,0.483643455,-0.095241167,-0.180461305,-0.39158738,-0.036010907,-0.411941869,0.189753471,1.013367308,-0.040985875,0.00754627,14.95,0
73529,-1.106991774,0.980157132,1.969751389,0.914147027,-1.058734905,0.450743089,0.096318065,0.545342206,-0.092347148,-0.705004529,-1.394104674,-0.305637974,-0.251869393,0.039453321,0.925499813,0.206837475,-0.108313621,0.599046462,0.712078036,-0.080207073,0.061428929,0.134928717,-0.175216963,-0.127109559,0.30339204,-0.240805366,-0.091589925,-0.006519551,102.11,0
125854,-0.526463908,-0.420593997,-0.509408682,-4.194851416,2.217129483,3.285026887,0.077475497,0.750124923,-2.995738278,0.482273084,-0.200931944,-1.328921213,0.0255435,0.078360842,-0.081842493,-0.548760199,0.163093601,-0.43611937,-0.769599771,-0.203298539,-0.292786092,-0.778383314,-0.205562954,0.64661081,0.751970119,-0.253688243,-0.009483641,0.033732207,51,0
42112,1.37455141,-1.234990704,0.787547399,-1.527613709,-1.442644568,0.445287617,-1.538493069,0.302726549,-1.813212775,1.518551577,1.580634687,-0.218211947,0.132138873,-0.179199038,0.680934063,-0.529856729,0.705177491,-0.064894318,-0.873440572,-0.401010322,0.041501075,0.560836205,0.054213567,-0.304137847,0.152635467,-0.05984243,0.079835986,0.008972869,8.8,0
36124,0.969082179,-0.082755139,0.872470953,1.8445356,-0.47565824,0.327769321,-0.241903812,0.241220021,-0.379034642,0.502884057,1.255846529,0.823591575,-0.550583083,0.152447051,-0.971769602,0.201625021,-0.000478457,-0.862126025,-0.451070125,-0.040176463,-0.198736633,-0.640631394,0.118065829,0.250900846,0.008155922,0.745531145,-0.063783761,0.011263606,69.99,0
112371,1.984751554,-0.432277955,-0.294346619,0.500880966,-0.782799394,-0.544635201,-0.621337027,-0.038401627,1.525648769,-0.156258105,-1.171152604,0.275664138,-0.163734308,-0.146177856,0.517908137,0.129795252,-0.533306779,0.280998873,-0.176435407,-0.236490618,0.180862136,0.766802964,0.104614274,-0.093341688,-0.087728246,-0.205049467,0.039575649,-0.038387877,9.99,0
130366,-0.402122466,0.709128321,0.133966122,-0.582478302,0.594247967,-1.124190957,0.953243401,-0.277175738,0.118955105,-0.175532404,-1.032113879,0.105504133,0.086981693,0.015057411,-0.360792964,-0.061224591,-0.48720878,-0.71503958,0.003912818,-0.13736742,-0.266178668,-0.572382346,0.278390179,-0.120466351,-0.433588884,0.132238869,0.008943677,0.087691093,2.58,0
58406,-0.260551885,-4.310036874,0.4602119,-0.268600073,-2.949209895,1.151339859,-0.886757431,0.298566275,-0.564427611,0.802272729,0.219004368,-0.204279552,-1.192837331,-0.811231479,-2.36996526,-1.240075768,1.543753814,-0.11243919,0.248517767,1.185711462,0.093742155,-0.825185973,-0.629292605,0.040110003,-0.089064423,-0.281655108,-0.054674072,0.155481885,835,0
156139,-0.400278283,-0.173928519,0.290219744,-1.14170307,-0.185507502,0.020375783,0.979216883,-0.071268231,-1.527707831,0.14012379,0.409638796,-0.051444151,-0.289101538,0.454009315,-0.364035576,-1.761001266,-0.310104593,2.217817137,-0.309704979,-0.123788423,0.177679263,0.740961353,0.062842755,0.74873083,0.077760972,-0.036865983,0.104765226,0.16535482,168,0
43686,-0.635497902,0.685847035,1.930593482,-0.119923241,0.479004205,-0.010711131,0.897483698,0.008118395,-0.545197098,-0.405183672,1.341430057,0.34501148,-0.712040035,0.249459829,0.046972883,0.199418377,-0.743988074,0.014216861,-0.99392579,-0.055719138,0.034678669,0.118166568,-0.254056412,-0.028777418,0.503462446,-0.515377511,-0.192417887,-0.256557324,30.69,0
57612,-0.713560031,0.857608312,-0.327529533,-0.938936256,2.103185054,3.615470817,-0.326745177,1.342170868,-0.346708113,-0.690435773,-0.757108818,0.087435583,-0.198434038,0.267539761,-0.259734058,0.049823804,-0.27962219,-0.05466151,0.755840716,-0.076978438,-0.149246852,-0.619699581,-0.12547157,1.025633032,0.155472557,0.233052737,-0.22973994,-0.018532526,1.18,0
136355,1.932754951,-0.37274439,-0.708409031,0.07292565,-0.092003031,0.189073511,-0.449422405,0.112096998,1.004164283,-0.128941939,0.598046263,1.401026482,0.657440747,0.090318287,0.024476533,0.368479959,-0.993497246,0.421976501,0.468456932,-0.090971791,-0.17338183,-0.4504411,0.309996205,0.232220344,-0.303488723,-1.011988,0.044444667,-0.02913865,34.99,0
141930,2.014362363,-0.117428988,-1.010108995,0.324591006,-0.157584562,-0.950013808,0.061938069,-0.176402496,0.321513213,0.251357675,0.989159595,0.996605324,-0.340578715,0.537788661,-0.634081991,0.078150028,-0.487614897,-0.367627577,0.402850681,-0.23763598,-0.235475264,-0.593830544,0.343736713,0.069106497,-0.350870992,0.173806504,-0.076241876,-0.069978638,0.89,0
57737,-0.879743031,1.22590112,1.1972203,-0.180947443,-0.056949381,-0.637709154,0.519504512,0.186171914,-0.235767134,-0.223027776,-1.067463839,-0.660484247,-0.779050552,0.38696722,0.98249254,0.389105112,-0.453278676,-0.058598482,0.248600193,0.016633927,-0.249466977,-0.713756535,-0.080974714,-0.157197946,-0.220996087,0.063680771,-0.122397882,-0.119489173,6.95,0
136623,-1.347756068,1.901549289,-1.760529666,-0.702585427,-0.059089797,-0.388573573,-0.298634521,1.375758647,-0.168889453,-0.139285271,-0.250462194,0.21414569,-1.218841309,1.672704103,-0.053671464,0.243324688,-0.289397955,1.006315566,0.3748844,-0.139134832,0.441170217,1.145396467,0.042335096,0.20999562,-0.628767409,-0.219012208,0.330363084,0.244290807,3.49,0
125771,-2.072173494,1.347329576,0.65873719,-1.422208347,-0.745482361,0.824561196,-1.266583552,-3.126256875,0.948149639,1.854560494,-1.592217346,-0.922717921,-1.243244791,-0.548508677,0.482917602,-1.746543939,0.040285629,1.947848048,-0.790313,-0.690062051,2.835004934,-0.658996596,0.289912627,0.488935681,-0.178753928,-0.136920424,0.484062076,0.281699901,10,0
74253,-0.842914522,0.662307017,1.117700021,0.092640116,0.529539494,-1.1640301,0.98821291,-0.45518805,0.166252187,0.066184232,-0.798696132,-0.834092016,-1.429321207,0.193633883,0.375059669,0.17604556,-0.795906008,0.05113707,-0.929158862,-0.449519361,0.098589998,0.461319878,0.047831277,0.352419844,-0.460711839,-0.66032153,-0.320931149,-0.06597446,3.99,0
